Sembol,Tarih,Fiyat (Son),Sinyal,Skor (Al),Skor (Sat),Elmas Formasyonu,AlphaTrend,MA,MACD,MACD_Signal,MACD_Positive,RSI,ADX,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,EMA20_gt_EMA50_gt_EMA200,Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,Cup&Handle Formasyonu,Bull Flag Formasyonu,TOBO Formasyonu,Gelişmiş TOBO,EW_WaveType_1d,EW_CurrentWave_1d,EW_Phase_1d,EW_LastPivotTime_1d,EW_LastPivotPrice_1d,EW_WaveType_4h,EW_CurrentWave_4h,EW_Phase_4h,EW_LastPivotTime_4h,EW_LastPivotPrice_4h,EW_Direction_1d,EW_AsOf_1d,EW_Direction_4h,EW_AsOf_4h,EMA5_137 Sinyal,EMA5_137 Sinyal_Numeric,EMA3_199 Sinyal,EMA3_199 Sinyal_Numeric,EMA3_200 Sinyal,EMA3_200 Sinyal_Numeric,SMA5_137_15m_Sinyal,SMA5_137_15m_Sinyal_Numeric,SMA5_137_15m_Sinyal_Filt,SMA5_137_15m_Sinyal_Filt_Numeric,SMA5_137_15m_CrossTime,SMA5_137_15m_BarsSinceCross,SMA5_137_1h_Sinyal,SMA5_137_1h_Sinyal_Numeric,SMA5_137_1h_Sinyal_Filt,SMA5_137_1h_Sinyal_Filt_Numeric,SMA5_137_1h_CrossTime,SMA5_137_1h_BarsSinceCross,SMA5_137_4h_Sinyal,SMA5_137_4h_Sinyal_Numeric,SMA5_137_4h_Sinyal_Filt,SMA5_137_4h_Sinyal_Filt_Numeric,SMA5_137_4h_CrossTime,SMA5_137_4h_BarsSinceCross,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Numeric,SMA5_137_1d_Sinyal_Filt,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_1d_CrossTime,SMA5_137_1d_BarsSinceCross,CandleGoldenCross_Over,Confirmed_BUY,Confirmed_SELL,CandleGoldenCross_Over_Confirmed_BUY,Confirmed_SELL_CandleCrossUnder,STOP Fiyat,TP Fiyat,Haftalık Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),F/K,PD/DD,Yorumlar,PUANLAMA_V4,TP Oran (%),Sinyal_Sort,VolumeDeltaUp_Sort,Formasyon_Sort,FormasyonTazeKirilim,BONUS_SCORE,DipSkor,ATHSkor,OBVSkor,TazeSkor,FinalSkorEx,__FDTT_NET_TL,__FDTT_ADV7_TL,KURUM_FDTT_SINYAL,__AKD_1D_NET_TL_NORM_ND,__AKD_3D_NET_TL_NORM_ND,KURUM_AKD_SINYAL,__AKD_PUAN,__FDTT_PUAN,__KURUM_PUAN,AL_VETO_SHOCK,__TURNOVER_1D,__TURNOVER_3D,__FF_MCAP,AKD_NOTE,GUNLUK_FARK,__FDTT_NET_PP,__FDTT_NET_TL_NORM,__AKD_RECENCY_COMBO,KURUM_AKD_SKOR,FinalSkorPlus
ERCB,2025-12-16,73.45,-50,0,4,0,81.01,76.39,-1.35,-0.61,0,44.97,29.31,-3144761.00,65.28,79.88,94.48,36.56,0,12.65,29.38,0,100,1,0,0,0,ImpulseDown,4,Orta,2025-11-14 00:00,65.70,ImpulseUp,3,Yükseliş Başlangıcı,2025-12-11 08:00,72.7,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 08:45,24,-,0,SAT,-50,2025-12-01 12:30,101,-,0,SAT,-50,2025-12-09 08:00,16,-,0,SAT,-50,2025-12-04 00:00,8,0,0,0,0,0,64.72,82.18,0.34,4.26,640441646,0,3.24,"ATR Oranı düşük (7.92%) | Gelişmiş Cup & Handle | ATR STOP: 64.72, TP: 82.18 | 1H:%0.34 | 1A:%4.26",5,11.89,0,0,1,0,0,-12.65,-29.38,-3144761.00,0,3.77,2974274959.39,618716639.86,True,-0.14,-0.01,False,-4.00,3.00,-1.00,True,0.10,0.59,2342828406.75,AKD/Taban veto,-1.48,126.95,4.81,-0.10,-85.00,-81.23
ESCAR,2025-12-16,21.40,0,0,0,0,20.77,20.74,0.31,0.15,1,58.61,24.99,-1936632.00,19.37,20.58,21.79,11.80,0,14.19,71.86,0,100,1,0,1,0,ImpulseUp,4,Düşüş Başlangıcı,2025-11-03 00:00,21.38,ImpulseDown,4,Başlangıç,2025-12-09 08:00,20.28,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-09 14:30,166,-,0,AL,50,2025-11-21 10:30,157,-,0,AL,50,2025-11-21 08:00,52,-,0,SAT,-50,2025-07-09 00:00,113,0,1,0,0,0,20.41,22.39,1.33,7.16,92013512,0,1.74,"ATR Oranı düşük (3.08%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 20.41, TP: 22.39 | 1H:%1.33 | 1A:%7.16 | Confirmed BUY (alphaTrend teyidi)",5,4.63,0,0,1,0,0,-14.19,-71.86,-1936632.00,0,-5.61,712564831.70,53594881.57,True,0.04,0.01,False,0.00,3.00,1.00,False,0.02,0.09,2181084126.60,AKD nötr/negatif,-0.56,32.67,13.30,0.03,26.00,20.39
ESCOM,2025-12-16,3.17,-100,0,3,0,3.18,3.16,-0.05,-0.05,1,49.40,14.06,29601052.00,2.94,3.19,3.43,15.30,0,36.05,20.90,0,100,1,0,0,0,ImpulseUp,3,Yükseliş Başlangıcı,2025-10-23 00:00,3.10,ImpulseDown,3,Başlangıç,2025-12-08 12:00,3.15,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 07:30,29,-,0,AL,50,2025-12-16 11:30,3,-,0,SAT,-50,2025-11-27 04:00,41,-,0,SAT,-50,2025-12-04 00:00,8,0,0,0,0,0,2.99,3.35,4.62,-3.06,73878690,0,1.07,"ATR Oranı düşük (3.74%) | Gelişmiş Cup & Handle | ATR STOP: 2.99, TP: 3.35 | 1H:%4.62 | 1A:%-3.06",4,5.68,0,0,1,0,0,-36.05,-20.90,29601052.00,0,-16.60,301802579.75,30915835.14,True,0.07,0.12,True,3.00,3.00,3.00,False,0.06,0.10,1469259917.61,AKD pozitif (1g norm),3.26,20.54,9.76,0.08,41.00,24.40
ESEN,2025-12-16,5.10,-50,0,4,0,5.53,6.67,-0.94,-0.76,0,26.96,27.05,206840992.00,4.89,6.74,8.60,55.05,0,61.83,74.88,0,100,0,0,0,0,ImpulseDown,3,Düşüş Başlangıcı,2025-11-24 00:00,8.43,ImpulseUp,4,Başlangıç,2025-12-09 04:00,7.7,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-09 07:30,194,-,0,SAT,-50,2025-12-09 08:30,51,-,0,SAT,-50,2025-10-24 12:00,107,-,0,SAT,-50,2025-10-29 00:00,34,0,0,1,0,0,4.28,5.92,-17.07,-36.65,703210250,0,0.82,"ATR Oranı yüksek (10.76%) | ATR STOP: 4.28, TP: 5.92 | 1H:%-17.07 | 1A:%-36.65 | Confirmed SELL (alphaTrend teyidi) | Volume Delta pozitif",3,16.08,0,1,0,0,0,-61.83,-74.88,206840992.00,0,-56.81,453425616.38,397177549.29,True,0.03,-0.05,False,0.00,3.00,1.00,False,0.30,0.66,3480330606.60,AKD nötr/negatif,4.08,13.03,1.14,0.01,22.00,-34.81
EUPWR,2025-12-16,31.18,0,0,0,0,30.23,30.29,0.66,0.73,0,57.25,32.57,-6453186.00,28.09,30.34,32.58,14.82,0,29.70,19.85,0,0,0,0,0,0,ImpulseUp,5,Başlangıç,2025-12-01 00:00,27.98,None,-,Orta,,,up,2025-12-16 00:00,,,-,0,-,0,-,0,-,0,AL,50,2025-12-15 09:45,53,-,0,-,0,,,-,0,-,0,,,-,0,AL,50,2025-11-19 00:00,19,0,0,0,0,0,29.29,33.07,3.59,8.64,292608482,30.568628,2.02,"ATR Oranı düşük (4.03%) | ATR STOP: 29.29, TP: 33.07 | 1H:%3.59 | 1A:%8.64",2,6.06,0,0,0,0,0,-29.70,-19.85,-6453186.00,0,-24.22,2875790574.72,360604828.14,True,0.02,0.02,False,0.00,3.00,1.00,False,0.03,0.19,6217212927.52,AKD nötr/negatif,-0.89,46.26,7.97,0.02,22.00,-2.22
EUREN,2025-12-16,6.55,100,3,0,0,6.53,6.54,-0.24,-0.38,1,45.73,20.99,18247045.00,5.95,6.28,6.62,10.70,0,61.73,39.91,0,100,1,0,0,0,ImpulseDown,4,Yükseliş Başlangıcı,2025-11-21 00:00,5.94,ImpulseUp,2,Düşüş Başlangıcı,2025-12-04 08:00,6.22,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-05 08:30,256,-,0,AL,50,2025-12-08 10:30,58,-,0,SAT,-50,2025-11-04 04:00,92,-,0,SAT,-50,2025-11-19 00:00,19,0,0,0,0,0,6.04,7.06,2.34,-12.55,378170096,131.0,1.33,"ATR Oranı düşük (5.19%) | Gelişmiş Cup & Handle | ATR STOP: 6.04, TP: 7.06 | 1H:%2.34 | 1A:%-12.55",4,7.79,1,0,1,0,0,-61.73,-39.91,18247045.00,0,-46.22,5268945048.33,729594671.43,True,0.03,0.01,False,0.00,3.00,1.00,False,0.02,0.14,5224083814.40,AKD nötr/negatif,0.31,100.86,7.22,0.03,16.00,-30.22
EYGYO,2025-12-16,3.92,0,0,0,0,3.96,3.95,-0.17,-0.21,1,45.45,28.21,13506227.00,3.16,3.99,4.83,41.72,0,97.98,22.99,0,100,1,0,0,0,ImpulseDown,2,Başlangıç,2025-10-20 00:00,4.25,ImpulseUp,3,Başlangıç,2025-12-08 08:00,3.73,down,2025-12-16 00:00,up,2025-12-16 12:00,AL,50,-,0,-,0,-,0,AL,50,2025-12-15 14:30,34,-,0,AL,50,2025-12-16 07:30,7,-,0,SAT,-50,2025-11-25 08:00,46,-,0,-,0,,,0,0,0,0,0,3.62,4.22,6.52,-14.04,55544491,0,1.29,"ATR Oranı düşük (5.09%) | Gelişmiş Cup & Handle | ATR STOP: 3.62, TP: 4.22 | 1H:%6.52 | 1A:%-14.04",6,7.65,0,0,1,0,0,-97.98,-22.99,13506227.00,0,-71.24,-116370718.04,31226926.14,False,-0.06,-0.02,False,-2.00,-3.00,-2.00,False,0.05,0.14,973786443.28,AKD nötr/negatif,0.26,-11.95,-3.73,-0.05,-13.00,-84.24
FADE,2025-12-16,13.52,0,0,0,0,13.77,13.62,-0.17,-0.24,1,45.01,23.51,-623309.00,13.04,13.45,13.87,6.18,0,12.67,23.14,0,100,0,0,0,0,ImpulseDown,3,Orta,2025-11-27 00:00,14.15,ImpulseUp,5,Yükseliş Başlangıcı,2025-12-16 08:00,13.4,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 08:15,26,-,0,AL,50,2025-12-05 07:30,70,-,0,SAT,-50,2025-11-05 08:00,88,-,0,SAT,-50,2025-11-13 00:00,23,0,0,0,0,0,12.79,14.25,0.90,-2.31,13563126,0,0.66,"ATR Oranı düşük (3.62%) | ATR STOP: 12.79, TP: 14.25 | 1H:%0.9 | 1A:%-2.31",2,5.40,0,0,0,0,0,-12.67,-23.14,-623309.00,0,-5.07,-3090705.81,15633925.71,False,0.03,0.01,False,0.00,0.00,0.00,False,0.01,0.07,563998210.88,AKD nötr/negatif,-0.44,-0.55,-0.20,0.02,3.00,-2.07
FMIZP,2025-12-16,322.00,-50,0,4,0,326.96,328.04,-0.47,-0.30,0,45.68,21.27,-36282.00,308.88,325.86,342.84,10.42,1,19.26,18.64,0,0,0,0,0,0,ImpulseUp,2,Orta,2025-10-13 00:00,337.25,ImpulseUp,4,Başlangıç,2025-12-10 08:00,344.75,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-12 08:15,92,-,0,SAT,-50,2025-12-15 11:30,12,-,0,SAT,-50,2025-12-15 08:00,4,-,0,AL,50,2025-12-01 00:00,11,0,0,0,0,0,303.27,340.73,-3.74,-1.68,25408916,58.652096,7.21,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.88%) | ATR STOP: 303.27, TP: 340.73 | 1H:%-3.74 | 1A:%-1.68",0,5.82,0,0,0,0,0,-19.26,-18.64,-36282.00,0,-17.79,364249694.40,29144869.57,True,0.06,-0.01,True,2.00,3.00,2.00,False,0.01,0.04,1019315794.00,AKD pozitif (1g norm),-0.85,35.73,12.50,0.04,36.00,18.21
FONET,2025-12-16,2.85,50,4,0,0,2.88,2.82,-0.00,-0.03,1,51.90,20.70,-21572817.00,2.67,2.80,2.92,9.03,1,49.27,12.31,0,0,1,1,0,0,ImpulseDown,5,Orta,2025-12-11 00:00,2.99,ImpulseUp,3,Yükseliş Başlangıcı,2025-12-12 12:00,2.83,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 08:45,24,-,0,AL,50,2025-12-10 09:30,41,-,0,SAT,-50,2025-11-25 12:00,45,-,0,AL,50,2025-07-22 00:00,105,0,0,0,0,0,2.67,3.03,2.52,-2.06,99409253,18.999998,1.76,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.1%) | Gelişmiş Cup & Handle | Gelişmiş Bull Flag | ATR STOP: 2.67, TP: 3.03 | 1H:%2.52 | 1A:%-2.06",5,6.32,2,0,1,0,0,-49.27,-12.31,-21572817.00,0,-31.03,3327079756.13,70771405.14,True,0.02,-0.02,False,0.00,3.00,1.00,False,0.04,0.16,1643859693.75,AKD nötr/negatif,-1.38,202.39,47.01,0.01,16.00,-15.03
FORMT,2025-12-16,3.50,-100,0,3,0,3.64,3.59,-0.08,-0.10,1,42.43,18.65,-20697170.00,3.36,3.55,3.75,11.07,0,6.38,55.64,0,100,0,0,1,0,ImpulseDown,2,Başlangıç,2025-09-29 00:00,3.74,ImpulseDown,4,Yükseliş Başlangıcı,2025-12-11 04:00,3.48,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-15 07:30,62,-,0,SAT,-50,2025-12-08 11:30,57,-,0,SAT,-50,2025-11-13 12:00,69,-,0,SAT,-50,2025-11-14 00:00,22,0,0,0,0,0,3.28,3.72,0.57,-4.63,165328137,0,1.99,"ATR Oranı düşük (4.1%) | Gelişmiş TOBO formasyonu | ATR STOP: 3.28, TP: 3.72 | 1H:%0.57 | 1A:%-4.63",3,6.29,0,0,1,0,0,-6.38,-55.64,-20697170.00,0,-4.76,2634615780.38,132686315.14,True,0.01,0.02,False,0.00,3.00,1.00,False,0.02,0.07,3476093915.00,AKD nötr/negatif,-0.28,75.79,19.86,0.01,14.00,9.24
FORTE,2025-12-16,79.50,0,0,0,0,76.78,79.39,1.16,1.37,0,51.67,33.51,-612846.00,73.42,78.89,84.36,13.87,1,57.27,10.32,0,0,1,0,0,0,ImpulseUp,3,Orta,2025-11-26 00:00,73.20,None,-,Orta,,,up,2025-12-16 00:00,,,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 09:30,21,-,0,-,0,,,-,0,-,0,,,-,0,AL,50,2025-10-15 00:00,43,0,0,0,0,0,74.70,84.30,-2.93,1.08,97790158,0,2.74,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.03%) | Gelişmiş Cup & Handle | ATR STOP: 74.7, TP: 84.3 | 1H:%-2.93 | 1A:%1.08",2,6.04,0,0,1,0,0,-57.27,-10.32,-612846.00,0,-47.08,940924408.46,85858735.00,True,-0.03,-0.00,False,0.00,3.00,1.00,False,0.03,0.12,1748361456.00,AKD nötr/negatif,-1.97,53.82,10.96,-0.02,16.00,-31.08
FRIGO,2025-12-16,10.14,-50,0,4,0,10.63,10.61,-0.43,-0.42,0,39.84,31.79,10220256.00,8.12,10.94,13.76,51.57,0,68.44,26.25,0,100,0,0,1,0,ImpulseUp,4,Başlangıç,2025-11-21 00:00,13.88,ImpulseUp,2,Orta,2025-12-01 04:00,10.3,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 09:15,22,-,0,SAT,-50,2025-11-25 10:30,139,-,0,SAT,-50,2025-11-27 04:00,41,-,0,AL,50,2025-08-07 00:00,93,0,0,1,0,0,9.36,10.92,1.40,-19.65,115071754,0,1.33,"ATR Oranı düşük (5.11%) | Gelişmiş TOBO formasyonu | ATR STOP: 9.36, TP: 10.92 | 1H:%1.4 | 1A:%-19.65 | Confirmed SELL (alphaTrend teyidi)",4,7.69,0,0,1,0,0,-68.44,-26.25,10220256.00,0,-50.51,-72022261.87,72474617.57,False,0.03,0.02,False,0.00,-2.00,-1.00,False,0.08,0.20,1220813239.62,AKD nötr/negatif,1.20,-5.90,-0.99,0.03,-6.00,-56.51
GENIL,2025-12-16,187.30,-50,0,4,0,188.63,191.84,1.17,1.47,0,44.60,11.37,-1175736.00,181.58,190.70,199.82,9.57,1,79.85,13.59,0,0,1,0,0,0,ImpulseDown,5,Orta,2025-12-09 00:00,199.60,ImpulseUp,4,Başlangıç,2025-12-09 12:00,199.6,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 11:30,13,-,0,SAT,-50,2025-12-16 12:30,2,-,0,AL,50,2025-12-12 12:00,6,-,0,-,0,,,0,0,0,0,0,176.83,197.77,-2.55,0.81,218007935,83.61607,5.75,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.73%) | Gelişmiş Cup & Handle | ATR STOP: 176.83, TP: 197.77 | 1H:%-2.55 | 1A:%0.81",1,5.59,0,0,1,0,0,-79.85,-13.59,-1175736.00,0,-75.00,-827169817.70,234511026.14,False,0.02,0.04,False,0.00,-3.00,-1.00,False,0.02,0.06,13446862239.40,AKD nötr/negatif,-4.54,-6.15,-3.53,0.03,-15.00,-90.00
GEREL,2025-12-16,20.72,100,3,0,0,19.79,19.61,0.07,0.16,0,58.04,18.24,12083947.00,18.28,19.95,21.62,16.77,1,162.28,20.67,0,100,0,0,0,0,ImpulseDown,2,Orta,2025-09-29 00:00,19.53,ImpulseUp,4,Orta,2025-12-02 08:00,22.84,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 08:00,60,-,0,AL,50,2025-12-16 10:30,4,-,0,AL,50,2025-12-16 04:00,2,AL,50,AL,50,2025-12-16 00:00,0,1,0,0,0,0,19.17,22.27,7.41,13.16,159624371,0,2.77,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.0%) | ATR STOP: 19.17, TP: 22.27 | 1H:%7.41 | 1A:%13.16 | Volume Delta pozitif",5,7.48,1,1,0,0,0,-162.28,-20.67,12083947.00,0,-139.19,250157766.13,108140880.86,True,0.04,0.01,False,0.00,3.00,1.00,False,0.06,0.12,4032561748.32,AKD nötr/negatif,7.41,6.20,2.31,0.03,24.00,-115.19
GESAN,2025-12-16,45.00,0,0,0,0,45.49,44.76,-0.16,-0.25,1,50.88,20.23,3480927.00,42.90,44.49,46.08,7.14,0,18.42,20.63,0,100,0,0,0,0,ImpulseUp,2,Orta,2025-09-23 00:00,49.48,ImpulseDown,2,Orta,2025-12-05 04:00,44.34,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 11:45,12,-,0,AL,50,2025-12-12 13:30,19,-,0,SAT,-50,2025-12-16 08:00,1,-,0,SAT,-50,2025-11-24 00:00,16,0,0,0,0,0,42.83,47.17,3.21,-4.30,199755220,30.821917,1.58,"ATR Oranı düşük (3.22%) | ATR STOP: 42.83, TP: 47.17 | 1H:%3.21 | 1A:%-4.3",3,4.82,0,0,0,0,0,-18.42,-20.63,3480927.00,0,-4.00,589484961.27,251432929.43,True,-0.02,-0.01,False,0.00,3.00,1.00,False,0.02,0.16,6376012740.00,AKD nötr/negatif,0.00,9.25,2.34,-0.01,18.00,14.00
GIPTA,2025-12-16,81.20,100,3,0,0,75.54,69.18,-3.61,-7.54,1,60.07,32.53,3358450.00,54.62,65.16,75.69,32.35,0,151.67,47.78,0,100,1,0,0,0,ImpulseDown,4,Yükseliş Başlangıcı,2025-10-03 00:00,113.10,None,-,Orta,,,down,2025-12-16 00:00,,,-,0,-,0,-,0,-,0,AL,50,2025-12-10 07:30,161,-,0,-,0,,,-,0,-,0,,,-,0,SAT,-50,2025-10-31 00:00,32,0,0,0,0,0,73.09,89.31,23.78,24.25,233334611,18.581236,2.98,"ATR Oranı düşük (6.66%) | Gelişmiş Cup & Handle | ATR STOP: 73.09, TP: 89.31 | 1H:%23.78 | 1A:%24.25",7,9.99,1,0,1,0,0,-151.67,-47.78,3358450.00,0,-126.72,4116190406.47,197704550.00,True,-0.18,-0.03,False,-5.00,3.00,-2.00,True,0.07,0.32,3689664339.20,AKD/Taban veto,9.95,111.56,20.82,-0.13,-82.00,-208.72
GLRMK,2025-12-16,176.50,0,0,0,0,171.71,172.58,-1.06,-3.32,1,54.75,22.83,-756747.00,161.61,170.74,179.87,10.70,0,41.20,13.18,0,0,0,0,0,0,ImpulseUp,4,Başlangıç,2025-10-31 00:00,198.30,ImpulseUp,5,Orta,2025-12-16 08:00,174.1,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-08 07:15,228,-,0,AL,50,2025-12-10 08:30,42,-,0,SAT,-50,2025-11-11 04:00,77,-,0,-,0,,,0,1,0,0,0,169.07,183.93,4.44,2.56,200484547,14.932319,3.47,"ATR Oranı düşük (2.81%) | ATR STOP: 169.07, TP: 183.93 | 1H:%4.44 | 1A:%2.56 | Confirmed BUY (alphaTrend teyidi)",2,4.21,0,0,0,0,0,-41.20,-13.18,-756747.00,0,-31.71,8835616354.82,398773668.57,True,0.01,0.03,False,0.00,3.00,1.00,False,0.02,0.07,6839084128.00,AKD nötr/negatif,-0.11,129.19,22.16,0.02,16.00,-15.71
GLRYH,2025-12-16,4.00,-50,0,4,0,4.24,4.20,-0.11,-0.10,0,34.14,16.35,-5117279.00,3.95,4.20,4.45,11.73,0,53.26,20.00,0,0,0,0,0,0,ImpulseUp,2,Başlangıç,2025-10-06 00:00,4.76,ImpulseDown,2,Başlangıç,2025-12-09 04:00,4.07,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-15 09:30,54,-,0,SAT,-50,2025-11-13 07:30,214,-,0,SAT,-50,2025-11-20 08:00,55,-,0,SAT,-50,2025-11-28 00:00,12,0,0,0,0,0,3.78,4.22,-2.68,-12.47,24496758,5.1282053,0.56,"ATR Oranı düşük (3.73%) | ATR STOP: 3.78, TP: 4.22 | 1H:%-2.68 | 1A:%-12.47",0,5.50,0,0,0,0,0,-53.26,-20.00,-5117279.00,0,-55.59,1965909195.42,19690980.14,True,-0.05,-0.03,False,-2.00,3.00,0.00,False,0.01,0.03,1906117748.00,AKD nötr/negatif,-1.96,103.14,99.84,-0.05,13.00,-42.59
GLYHO,2025-12-16,12.38,0,0,0,0,12.17,12.11,0.37,0.38,0,59.92,34.75,-11104913.00,11.23,12.08,12.92,13.98,1,152.02,3.58,0,0,0,0,1,0,ImpulseUp,2,Düşüş Başlangıcı,2025-09-05 00:00,9.80,ImpulseDown,2,Orta,2025-12-08 12:00,12.16,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 14:15,2,-,0,AL,50,2025-11-27 10:30,121,-,0,AL,50,2025-10-07 04:00,148,-,0,-,0,,,0,0,0,0,0,11.72,13.04,-1.75,8.03,110875844,23.807693,2.11,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.57%) | Gelişmiş TOBO formasyonu | ATR STOP: 11.72, TP: 13.04 | 1H:%-1.75 | 1A:%8.03",2,5.33,0,0,1,0,0,-152.02,-3.58,-11104913.00,0,-143.50,15183824983.90,132325492.00,True,0.01,-0.02,False,0.00,3.00,1.00,False,0.01,0.02,14367712348.24,AKD nötr/negatif,-0.32,105.68,114.75,-0.00,22.00,-121.50
GMTAS,2025-12-16,45.24,0,0,0,0,43.44,45.14,0.50,0.67,0,52.82,33.75,1104342.00,44.26,45.49,46.71,5.41,1,384.26,7.97,0,0,1,1,0,0,ImpulseUp,3,Orta,2025-10-30 00:00,40.86,ImpulseUp,2,Başlangıç,2025-12-08 04:00,47.3,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 12:15,10,-,0,AL,50,2025-12-16 09:30,5,-,0,AL,50,2025-05-12 12:00,451,-,0,-,0,,,0,0,0,0,0,42.51,47.97,0.62,-0.31,97914761,0,1.89,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.03%) | Gelişmiş Cup & Handle | Gelişmiş Bull Flag | ATR STOP: 42.51, TP: 47.97 | 1H:%0.62 | 1A:%-0.31",5,6.03,0,0,1,0,0,-384.26,-7.97,1104342.00,0,-360.06,6612101209.46,115983209.57,True,0.07,0.02,True,2.00,3.00,2.00,False,0.01,0.04,6023160224.64,AKD pozitif (1g norm),0.53,109.78,57.01,0.06,38.00,-322.06
GOKNR,2025-12-16,20.84,0,0,0,0,21.18,20.93,-0.26,-0.34,1,45.68,16.32,-2327063.00,20.27,20.85,21.42,5.49,0,5.08,25.15,0,100,0,0,0,0,ImpulseDown,2,Başlangıç,2025-10-20 00:00,21.38,None,-,Orta,,,down,2025-12-16 00:00,,,-,0,-,0,-,0,-,0,AL,50,2025-12-16 12:45,8,-,0,-,0,,,-,0,-,0,,,-,0,SAT,-50,2025-09-03 00:00,74,0,0,0,0,0,20.19,21.49,1.26,-1.04,42473085,9.9712925,0.75,"ATR Oranı düşük (2.09%) | ATR STOP: 20.19, TP: 21.49 | 1H:%1.26 | 1A:%-1.04",2,3.12,0,0,0,0,0,-5.08,-25.15,-2327063.00,0,0.58,1806181209.48,40804129.71,True,0.01,0.02,False,0.00,3.00,1.00,False,0.01,0.04,3690704689.36,AKD nötr/negatif,-0.38,48.94,44.26,0.01,16.00,16.58
GOLTS,2025-12-16,320.75,0,0,0,0,318.93,316.94,0.50,-0.88,1,54.50,13.01,-65422.00,306.83,314.74,322.65,5.03,0,7.62,29.71,0,100,1,0,0,0,ImpulseDown,5,Orta,2025-12-15 00:00,328.00,ImpulseUp,2,Orta,2025-12-04 12:00,325.0,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 06:45,65,-,0,AL,50,2025-12-15 06:30,17,SAT,-50,SAT,-50,2025-12-16 12:00,0,-,0,-,0,,,0,0,0,0,0,311.81,329.69,2.07,3.02,35972841,0,0.59,"ATR Oranı düşük (1.86%) | Gelişmiş Cup & Handle | ATR STOP: 311.81, TP: 329.69 | 1H:%2.07 | 1A:%3.02",3,2.79,0,0,1,0,0,-7.62,-29.71,-65422.00,0,3.57,-467284134.84,52086029.86,False,0.08,0.03,True,2.00,-3.00,0.00,False,0.01,0.05,3322156257.25,AKD pozitif (1g norm),-1.31,-14.07,-8.97,0.07,20.00,23.57
